id_contrato,id_inadimplencia,status_contrato,data da criação,tipo_inadimplencia,tipo_reincidencia_inadimplencia,valor_comunicado_inadimplencia,status_inadimplencia,id_imobiliaria,valor_indenizado,responsavel_inadimplencia,data_de_provisionamento,data_de_indenizacao_paga,biometria
1730458,3268944,Cobrança,30/04/2025,Inadimplência,3. Saída,"R$ 287,50",Devedor,389,"R$ 287,50",1853,29/09/2025,29/09/2025,sem biometria
2078276,2897551,Cobrança,30/04/2025,Inadimplência,1. Primeira,"R$ 1.071,33",Devedor,389,"R$ 1.189,17",2698,28/10/2025,28/10/2025,sem biometria
1730458,2897677,Cobrança,30/04/2025,Inadimplência,3. Saída,"R$ 1.662,19",Devedor,389,"R$ 1.845,03",1853,23/05/2025,23/05/2025,sem biometria
1272941,3176042,Cobrança,3/5/2025,Inadimplência,3. Saída,"R$ 1.170,80",Devedor,389,"R$ 1.170,80",2538,1/9/2025,1/9/2025,sem biometria
1272941,3118900,Cobrança,3/5/2025,Inadimplência,3. Saída,"R$ 4.477,56",Devedor,389,"R$ 4.477,56",2538,14/08/2025,14/08/2025,sem biometria
1272941,3115290,Cobrança,3/5/2025,Inadimplência,3. Saída,"R$ 791,11",Devedor,389,"R$ 791,11",2538,14/08/2025,14/08/2025,sem biometria
2078276,3131619,Cobrança,5/5/2025,Inadimplência,1. Primeira,"R$ 1.900,00",Devedor,389,"R$ 1.900,00",2698,22/09/2025,22/09/2025,sem biometria
1140219,3085469,Cobrança,7/5/2025,Inadimplência,3. Saída,"R$ 3.250,50",Devedor,389,"R$ 3.250,50",2742,21/08/2025,21/08/2025,sem biometria
1140219,3125444,Cobrança,7/5/2025,Inadimplência,3. Saída,"R$ 258,21",Devedor,389,"R$ 258,21",2742,12/8/2025,12/8/2025,sem biometria
1393061,2946851,,10/5/2025,Inadimplência,1. Primeira,"R$ 1.691,40",Acordo,389,"R$ 1.877,56",3071,27/06/2025,27/06/2025,sem biometria
1363324,2947875,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 1.871,70",Devedor,389,"R$ 2.077,58",2582,18/06/2025,18/06/2025,sem biometria
937808,2947079,,10/5/2025,Inadimplência,2. Segunda,"R$ 3.072,44",Devedor,389,"R$ 3.415,95",2404,20/06/2025,20/06/2025,sem biometria
1148810,2947801,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 1.621,65",Devedor,389,"R$ 1.829,58",2843,1/8/2025,5/8/2025,sem biometria
1932533,2947872,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 3.813,92",Devedor,389,"R$ 4.233,45",2005,18/06/2025,18/06/2025,sem biometria
4061,2947008,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 2.816,07",Concluido,389,"R$ 3.125,83",2700,20/06/2025,20/06/2025,#N/A
2040858,2947139,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 1.972,40",Devedor,389,"R$ 2.189,36",2843,15/10/2025,15/10/2025,sem biometria
2013099,2948157,,10/5/2025,Inadimplência,2. Segunda,"R$ 2.216,25",Devedor,389,"R$ 2.460,03",3070,10/10/2025,10/10/2025,sem biometria
2036557,2947824,Cobrança,10/5/2025,Inadimplência,1. Primeira,"R$ 4.384,96",Concluido,389,"R$ 4.867,30",2080,25/06/2025,25/06/2025,sem biometria
1802074,2947105,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 3.666,33",Devedor,389,"R$ 4.069,62",2404,2/7/2025,2/7/2025,sem biometria
450077,2947063,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 7.227,81",Devedor,389,"R$ 8.022,86",1667,18/06/2025,18/06/2025,sem biometria
2176799,2947886,,10/5/2025,Inadimplência,1. Primeira,"R$ 2.100,81",Devedor,389,"R$ 2.331,89",2792,26/06/2025,26/06/2025,sem biometria
1415430,2947899,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 2.304,23",Devedor,389,"R$ 2.540,64",1145,20/06/2025,20/06/2025,sem biometria
253598,2947125,Cobrança,10/5/2025,Inadimplência,2. Segunda,"R$ 2.807,26",Devedor,389,"R$ 3.116,05",2740,20/06/2025,20/06/2025,sem biometria
146839,2947833,Cobrança,12/5/2025,Inadimplência,2. Segunda,"R$ 1.279,98",Devedor,389,"R$ 1.420,77",2404,17/06/2025,17/06/2025,sem biometria
1964716,2958078,Cobrança,12/5/2025,Inadimplência,2. Segunda,"R$ 2.242,62",Concluido,389,"R$ 2.489,30",2404,20/06/2025,20/06/2025,sem biometria
1447234,2973427,Cobrança,12/5/2025,Inadimplência,3. Saída,"R$ 5.450,48",Concluido,389,"R$ 5.450,48",2903,19/08/2025,19/08/2025,sem biometria
2328158,2947815,Cobrança,12/5/2025,Inadimplência,1. Primeira,"R$ 4.331,33",Acordo,389,"R$ 4.761,15",2894,20/06/2025,20/06/2025,sem biometria
172477,2947029,Cobrança,12/5/2025,Inadimplência,2. Segunda,"R$ 790,24",Devedor,389,"R$ 877,16",2584,12/6/2025,12/6/2025,sem biometria
1987742,2947819,Cobrança,12/5/2025,Inadimplência,2. Segunda,"R$ 4.690,58",Devedor,389,"R$ 5.206,54",3070,29/08/2025,29/08/2025,sem biometria
2143679,2947864,Cobrança,12/5/2025,Inadimplência,1. Primeira,"R$ 2.673,30",Devedor,389,"R$ 2.967,36",1827,23/06/2025,23/06/2025,sem biometria
1606116,2947784,Cobrança,12/5/2025,Inadimplência,2. Segunda,"R$ 1.223,41",Concluido,389,"R$ 1.357,98",2700,20/06/2025,20/06/2025,sem biometria
1424602,2948422,Cobrança,15/05/2025,Inadimplência,1. Primeira,"R$ 3.051,68",Concluido,389,"R$ 3.387,36",2538,8/7/2025,8/7/2025,sem biometria
1529608,2951238,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 1.131,71",Acordo,389,"R$ 1.256,19",1145,18/06/2025,18/06/2025,sem biometria
1542908,2952042,Cobrança,15/05/2025,Inadimplência,1. Primeira,"R$ 1.547,60",Concluido,389,"R$ 1.717,83",2698,24/06/2025,24/06/2025,sem biometria
1323163,2948404,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 2.134,09",Devedor,389,"R$ 2.368,83",2865,20/06/2025,20/06/2025,sem biometria
2440771,2948360,Cobrança,15/05/2025,Inadimplência,1. Primeira,"R$ 2.738,34",Devedor,389,"R$ 3.039,55",2882,28/10/2025,28/10/2025,sem biometria
1088415,2948378,,15/05/2025,Inadimplência,2. Segunda,"R$ 2.668,61",Devedor,389,"R$ 2.962,15",2742,15/10/2025,15/10/2025,sem biometria
1478628,3099158,Cobrança,15/05/2025,Inadimplência,3. Saída,"R$ 3.246,81",Devedor,389,"R$ 3.603,95",2865,29/08/2025,29/08/2025,sem biometria
2032047,2950732,Cobrança,15/05/2025,Inadimplência,1. Primeira,"R$ 4.380,70",Devedor,389,"R$ 4.862,57",2946,20/06/2025,20/06/2025,sem biometria
1057855,2948457,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 4.068,75",Devedor,389,"R$ 4.516,31",2584,2/7/2025,2/7/2025,sem biometria
661572,2948393,,15/05/2025,Inadimplência,2. Segunda,"R$ 3.615,08",Devedor,389,"R$ 4.012,73",3310,20/06/2025,20/06/2025,sem biometria
1408025,2951009,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 2.690,84",Devedor,389,"R$ 2.986,83",2865,2/7/2025,2/7/2025,sem biometria
2024165,2978010,,15/05/2025,Inadimplência,1. Primeira,"R$ 2.725,77",Acordo,389,"R$ 3.025,60",2005,27/06/2025,27/06/2025,sem biometria
1783067,3099316,,15/05/2025,Inadimplência,2. Segunda,"R$ 2.004,21",Devedor,389,"R$ 2.224,67",2404,31/07/2025,31/07/2025,sem biometria
449889,3121818,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 1.203,34",Devedor,389,"R$ 1.357,37",1844,7/8/2025,7/8/2025,sem biometria
1093702,2951277,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 2.284,08",Devedor,389,"R$ 2.535,32",1145,16/06/2025,16/06/2025,sem biometria
1693724,2950749,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 4.281,84",Devedor,389,"R$ 4.752,84",2882,20/06/2025,20/06/2025,sem biometria
1997039,2951306,,15/05/2025,Inadimplência,2. Segunda,"R$ 2.229,88",Acordo,389,"R$ 2.475,16",1853,15/10/2025,15/10/2025,sem biometria
1475714,2951372,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 1.656,81",Devedor,389,"R$ 1.839,05",3115,2/7/2025,2/7/2025,sem biometria
1069949,2951196,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 2.877,77",Devedor,389,"R$ 3.194,32",1827,30/06/2025,30/06/2025,sem biometria
1984843,2952251,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 1.339,78",Devedor,389,"R$ 1.487,15",1145,23/06/2025,23/06/2025,sem biometria
400313,2950931,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 3.053,87",Devedor,389,"R$ 3.389,79",2742,18/06/2025,18/06/2025,sem biometria
2070743,2951260,,15/05/2025,Inadimplência,1. Primeira,"R$ 1.894,71",Devedor,389,"R$ 2.103,12",2959,30/06/2025,30/06/2025,sem biometria
2019967,2951170,,15/05/2025,Inadimplência,2. Segunda,"R$ 1.958,46",Devedor,389,"R$ 2.173,89",2404,22/08/2025,22/08/2025,sem biometria
2090537,2952331,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 2.183,01",Devedor,389,"R$ 2.423,14",2807,16/06/2025,16/06/2025,sem biometria
2111196,2951508,Cobrança,15/05/2025,Inadimplência,2. Segunda,"R$ 2.000,70",Devedor,389,"R$ 2.220,77",1145,16/06/2025,16/06/2025,sem biometria
2008456,2950648,Cobrança,15/05/2025,Inadimplência,1. Primeira,"R$ 5.138,76",Concluido,389,"R$ 5.704,02",2589,20/06/2025,20/06/2025,sem biometria
1478628,3006774,Cobrança,19/05/2025,Inadimplência,3. Saída,"R$ 880,00",Devedor,389,"R$ 880,00",2865,20/10/2025,20/10/2025,sem biometria
1819016,3104474,Cobrança,26/05/2025,Inadimplência,3. Saída,"R$ 383,33",Concluido,389,"R$ 383,33",2959,12/8/2025,12/8/2025,sem biometria
1819016,3061965,Cobrança,26/05/2025,Inadimplência,3. Saída,"R$ 657,33",Concluido,389,"R$ 657,33",2959,12/8/2025,12/8/2025,sem biometria
1478628,3107682,Cobrança,27/05/2025,Inadimplência,3. Saída,"R$ 978,15",Devedor,389,"R$ 978,15",2865,29/08/2025,29/08/2025,sem biometria
449889,2916211,Cobrança,28/05/2025,Inadimplência,2. Segunda,"R$ 110,00",Concluido,389,"R$ 110,00",1844,28/05/2025,28/05/2025,sem biometria
2090537,3005952,Cobrança,29/05/2025,Inadimplência,3. Saída,"R$ 1.440,92",Devedor,389,"R$ 1.440,92",2807,8/10/2025,8/10/2025,sem biometria
2090537,3033491,Cobrança,29/05/2025,Inadimplência,3. Saída,"R$ 3.156,25",Devedor,389,"R$ 3.156,25",2807,8/7/2025,8/7/2025,sem biometria
1148810,3080867,Cobrança,29/05/2025,Inadimplência,3. Saída,"R$ 1.008,86",Devedor,389,"R$ 1.008,86",2843,18/09/2025,18/09/2025,sem biometria
2090537,3033496,Cobrança,29/05/2025,Inadimplência,3. Saída,"R$ 3.670,70",Devedor,389,"R$ 3.670,70",2807,8/10/2025,8/10/2025,sem biometria
1084802,3008510,,29/05/2025,Inadimplência,3. Saída,"R$ 1.122,85",Devedor,389,"R$ 1.122,85",2946,19/08/2025,19/08/2025,sem biometria
2023720,2989272,Cobrança,30/05/2025,Inadimplência,1. Primeira,"R$ 1.388,07",Devedor,389,"R$ 1.540,75",1145,3/7/2025,3/7/2025,sem biometria
1069949,3203287,Cobrança,5/6/2025,Inadimplência,2. Segunda,"R$ 688,96",Devedor,389,"R$ 688,96",1827,9/9/2025,9/9/2025,sem biometria
1363324,3289512,Cobrança,5/6/2025,Inadimplência,2. Segunda,"R$ 376,07",Devedor,389,"R$ 376,07",2582,20/10/2025,20/10/2025,sem biometria
2013099,3080985,,6/6/2025,Inadimplência,3. Saída,"R$ 1.583,94",Devedor,389,"R$ 1.758,17",3070,20/10/2025,20/10/2025,sem biometria
2013099,3165635,,6/6/2025,Inadimplência,3. Saída,"R$ 1.887,50",Devedor,389,"R$ 1.887,50",3070,9/9/2025,9/9/2025,sem biometria
2013099,3222466,,6/6/2025,Inadimplência,3. Saída,"R$ 3.962,75",Devedor,389,"R$ 3.962,75",3070,18/09/2025,18/09/2025,sem biometria
2013099,3081032,,6/6/2025,Inadimplência,3. Saída,"R$ 1.363,98",Devedor,389,"R$ 1.363,98",3070,20/10/2025,20/10/2025,sem biometria
804803,2971396,Cobrança,7/6/2025,Inadimplência,3. Saída,"R$ 1.300,13",Devedor,389,"R$ 1.456,58",3078,11/8/2025,11/8/2025,sem biometria
1393061,3125639,,10/6/2025,Inadimplência,2. Segunda,"R$ 1.691,40",Acordo,389,"R$ 1.890,42",3071,1/8/2025,5/8/2025,sem biometria
146839,3084668,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 1.279,98",Devedor,389,"R$ 1.420,77",2404,29/08/2025,29/08/2025,sem biometria
1635151,3125565,Cobrança,10/6/2025,Inadimplência,1. Primeira,"R$ 2.113,47",Devedor,389,"R$ 2.362,15",1827,1/8/2025,4/8/2025,sem biometria
1932533,3016572,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 3.813,92",Devedor,389,"R$ 4.233,45",2005,8/7/2025,8/7/2025,sem biometria
450077,3014816,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 5.209,66",Devedor,389,"R$ 5.782,72",1667,8/7/2025,8/7/2025,sem biometria
172477,3014272,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 790,24",Devedor,389,"R$ 877,16",2584,4/7/2025,4/7/2025,sem biometria
1057855,3289638,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 546,82",Devedor,389,"R$ 546,82",2584,15/10/2025,15/10/2025,sem biometria
1363324,3016628,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 1.870,95",Devedor,389,"R$ 2.091,10",2582,1/8/2025,5/8/2025,sem biometria
1363324,3085695,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 1.871,70",Devedor,389,"R$ 2.077,58",2582,14/08/2025,14/08/2025,sem biometria
2143679,3017533,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 2.673,30",Devedor,389,"R$ 2.967,36",1827,3/10/2025,3/10/2025,sem biometria
2056535,3016602,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 2.087,65",Devedor,389,"R$ 2.317,29",1844,3/10/2025,3/10/2025,sem biometria
2176799,3016662,,10/6/2025,Inadimplência,1. Primeira,"R$ 2.100,81",Devedor,389,"R$ 2.331,89",2792,8/7/2025,8/7/2025,sem biometria
2040858,3084622,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 1.747,45",Devedor,389,"R$ 1.939,66",2843,18/08/2025,18/08/2025,sem biometria
636514,3091731,Cobrança,10/6/2025,Inadimplência,1. Primeira,"R$ 1.285,85",Devedor,389,"R$ 1.427,29",1507,31/07/2025,31/07/2025,sem biometria
2036557,3016276,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 4.384,96",Concluido,389,"R$ 4.867,30",2080,8/7/2025,8/7/2025,sem biometria
1415430,3016724,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 1.540,58",Devedor,389,"R$ 1.710,04",1145,3/7/2025,3/7/2025,sem biometria
1802074,3014930,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 3.077,97",Devedor,389,"R$ 3.416,54",2404,8/7/2025,8/7/2025,sem biometria
2507384,3125521,Cobrança,10/6/2025,Inadimplência,1. Primeira,"R$ 3.796,33",Devedor,389,"R$ 4.243,03",2742,1/8/2025,4/8/2025,sem biometria
1964716,3084804,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 1.558,62",Devedor,389,"R$ 1.730,06",2404,12/8/2025,12/8/2025,sem biometria
1718423,3085972,Cobrança,10/6/2025,Inadimplência,1. Primeira,"R$ 1.560,63",Devedor,389,"R$ 1.732,29",2959,31/07/2025,31/07/2025,sem biometria
1987742,3016208,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 4.160,05",Devedor,389,"R$ 4.617,65",3070,15/08/2025,15/08/2025,sem biometria
253598,3084114,Cobrança,10/6/2025,Inadimplência,2. Segunda,"R$ 2.807,26",Acordo,389,"R$ 3.116,05",2740,4/8/2025,4/8/2025,sem biometria
937808,3122070,,10/6/2025,Inadimplência,2. Segunda,"R$ 3.072,44",Devedor,389,"R$ 3.410,40",2404,13/08/2025,13/08/2025,sem biometria
1802074,3021042,Cobrança,11/6/2025,Inadimplência,2. Segunda,"R$ 1.391,31",Devedor,389,"R$ 1.391,31",2404,5/8/2025,5/8/2025,sem biometria
1529608,3125776,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 1.131,71",Acordo,389,"R$ 1.262,99",1145,1/8/2025,1/8/2025,sem biometria
1538153,3085754,,15/06/2025,Inadimplência,1. Primeira,"R$ 2.072,91",Devedor,389,"R$ 2.313,37",1584,1/8/2025,4/8/2025,sem biometria
1323163,3125459,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 2.228,63",Devedor,389,"R$ 2.487,15",2865,1/8/2025,4/8/2025,sem biometria
1088415,3081112,,15/06/2025,Inadimplência,3. Saída,"R$ 2.861,99",Devedor,389,"R$ 3.205,42",2742,4/9/2025,4/9/2025,sem biometria
2024165,3080986,,15/06/2025,Inadimplência,2. Segunda,"R$ 2.725,77",Acordo,389,"R$ 3.025,60",2005,31/07/2025,31/07/2025,sem biometria
1542908,3085465,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 1.547,60",Concluido,389,"R$ 1.717,83",2698,1/8/2025,1/8/2025,sem biometria
1693724,3081079,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 4.304,86",Devedor,389,"R$ 4.778,39",2882,8/8/2025,8/8/2025,sem biometria
2008456,3081378,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 6.138,76",Concluido,389,"R$ 6.814,02",2589,31/07/2025,31/07/2025,sem biometria
791918,3081239,,15/06/2025,Inadimplência,1. Primeira,"R$ 1.432,69",Concluido,389,"R$ 1.600,79",2914,5/8/2025,5/8/2025,sem biometria
1094840,3030559,,15/06/2025,Inadimplência,2. Segunda,"R$ 1.059,13",Devedor,389,"R$ 1.181,99",3068,1/8/2025,1/8/2025,sem biometria
2032047,3125878,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 4.526,68",Devedor,389,"R$ 5.051,77",2946,1/8/2025,4/8/2025,sem biometria
1997039,3085530,,15/06/2025,Inadimplência,2. Segunda,"R$ 5.043,67",Acordo,389,"R$ 5.598,47",1853,12/9/2025,12/9/2025,sem biometria
2019967,3084756,,15/06/2025,Inadimplência,2. Segunda,"R$ 1.958,46",Devedor,389,"R$ 2.173,89",2404,22/08/2025,22/08/2025,sem biometria
1408025,3081036,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 2.690,84",Devedor,389,"R$ 2.986,83",2865,19/08/2025,19/08/2025,sem biometria
1424602,3030409,Cobrança,15/06/2025,Inadimplência,1. Primeira,"R$ 3.051,68",Concluido,389,"R$ 3.405,67",2538,1/8/2025,4/8/2025,sem biometria
1069949,3081485,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 2.209,22",Devedor,389,"R$ 2.452,23",1827,8/8/2025,8/8/2025,sem biometria
1984843,3030554,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 1.339,78",Devedor,389,"R$ 1.487,15",1145,27/08/2025,27/08/2025,sem biometria
2111196,3031026,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 1.994,85",Devedor,389,"R$ 2.214,28",1145,1/10/2025,1/10/2025,sem biometria
1093702,3030987,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 2.408,43",Devedor,389,"R$ 2.673,35",1145,3/9/2025,3/9/2025,sem biometria
2440771,3103664,Cobrança,15/06/2025,Inadimplência,1. Primeira,"R$ 2.019,10",Devedor,389,"R$ 2.241,20",2882,28/10/2025,28/10/2025,sem biometria
1475714,3097091,Cobrança,15/06/2025,Inadimplência,2. Segunda,"R$ 1.512,43",Devedor,389,"R$ 1.678,79",3115,18/08/2025,18/08/2025,sem biometria
2070743,3031299,,15/06/2025,Inadimplência,2. Segunda,"R$ 1.894,71",Devedor,389,"R$ 2.103,12",2959,14/10/2025,14/10/2025,sem biometria
1783067,3032096,,16/06/2025,Inadimplência,2. Segunda,"R$ 1.470,51",Devedor,389,"R$ 1.632,26",2404,15/08/2025,15/08/2025,sem biometria
661572,3031611,,16/06/2025,Inadimplência,2. Segunda,"R$ 3.615,08",Devedor,389,"R$ 4.012,73",3310,1/8/2025,1/8/2025,sem biometria
1057855,3125498,Cobrança,16/06/2025,Inadimplência,2. Segunda,"R$ 2.411,97",Devedor,389,"R$ 2.690,95",2584,1/8/2025,4/8/2025,sem biometria
400313,3099952,Cobrança,16/06/2025,Inadimplência,2. Segunda,"R$ 3.053,87",Devedor,389,"R$ 3.389,79",2742,5/9/2025,5/9/2025,sem biometria
1057855,3125483,Cobrança,16/06/2025,Inadimplência,2. Segunda,"R$ 2.411,97",Devedor,389,"R$ 2.690,95",2584,1/8/2025,4/8/2025,sem biometria
937808,3123323,,16/06/2025,Inadimplência,3. Saída,"R$ 1.261,98",Devedor,389,"R$ 1.261,98",2404,26/08/2025,26/08/2025,sem biometria
1932533,2973672,Cobrança,18/06/2025,Inadimplência,2. Segunda,"R$ 231,58",Custas cobrança judicial,389,"R$ 231,58",2005,18/06/2025,18/06/2025,sem biometria
2023720,3103524,Cobrança,30/06/2025,Inadimplência,2. Segunda,"R$ 1.361,06",Devedor,389,"R$ 1.510,77",1145,29/08/2025,29/08/2025,sem biometria
1390371,3025445,,3/7/2025,Inadimplência,2. Segunda,"R$ 192,76",Custas cobrança judicial,389,"R$ 192,76",3073,3/7/2025,3/7/2025,sem biometria
1363324,3289539,Cobrança,5/7/2025,Inadimplência,2. Segunda,"R$ 411,75",Devedor,389,"R$ 411,75",2582,20/10/2025,20/10/2025,sem biometria
1069949,3315860,Cobrança,5/7/2025,Inadimplência,2. Segunda,"R$ 620,49",Devedor,389,"R$ 620,49",1827,27/10/2025,27/10/2025,sem biometria
1325362,3036223,Cobrança,7/7/2025,Inadimplência,3. Saída,"R$ 995,25",Devedor,389,"R$ 995,25",3073,17/10/2025,17/10/2025,sem biometria
2056535,3114767,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 1.895,15",Devedor,389,"R$ 2.103,61",1844,12/8/2025,12/8/2025,sem biometria
1932533,3119252,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 3.813,92",Devedor,389,"R$ 4.233,45",2005,13/08/2025,13/08/2025,sem biometria
2015618,3117525,Cobrança,10/7/2025,Inadimplência,1. Primeira,"R$ 4.479,51",Acordo,389,"R$ 4.972,25",2538,13/08/2025,13/08/2025,sem biometria
2412141,3119303,Cobrança,10/7/2025,Inadimplência,1. Primeira,"R$ 1.961,42",Devedor,389,"R$ 2.177,17",1911,29/08/2025,29/08/2025,sem biometria
311951,3146970,,10/7/2025,Inadimplência,1. Primeira,"R$ 1.670,55",Concluido,389,"R$ 1.854,31",1881,29/08/2025,29/08/2025,sem biometria
172477,3114747,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 790,24",Devedor,389,"R$ 877,16",2584,14/08/2025,14/08/2025,sem biometria
1393061,3114950,,10/7/2025,Inadimplência,2. Segunda,"R$ 1.856,40",Acordo,389,"R$ 2.060,60",3071,14/08/2025,14/08/2025,sem biometria
2143679,3202888,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 2.667,45",Devedor,389,"R$ 2.960,86",1827,9/9/2025,9/9/2025,sem biometria
1718423,3117468,Cobrança,10/7/2025,Inadimplência,1. Primeira,"R$ 1.739,51",Devedor,389,"R$ 1.930,85",2959,13/08/2025,13/08/2025,sem biometria
2036557,3119300,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 4.384,96",Acordo,389,"R$ 4.867,30",2080,18/08/2025,18/08/2025,sem biometria
1363324,3114739,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 1.871,70",Devedor,389,"R$ 2.077,58",2582,15/08/2025,15/08/2025,sem biometria
2040858,3117550,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 1.747,45",Devedor,389,"R$ 1.939,66",2843,1/9/2025,1/9/2025,sem biometria
1802074,3117634,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 2.986,34",Devedor,389,"R$ 3.314,83",2404,13/08/2025,13/08/2025,sem biometria
1783067,3289653,,10/7/2025,Inadimplência,2. Segunda,"R$ 389,91",Devedor,389,"R$ 389,91",2404,15/10/2025,15/10/2025,sem biometria
636514,3117399,Cobrança,10/7/2025,Inadimplência,1. Primeira,"R$ 1.340,71",Devedor,389,"R$ 1.488,10",1507,1/9/2025,1/9/2025,sem biometria
2014181,3119083,,10/7/2025,Inadimplência,1. Primeira,"R$ 1.817,70",Devedor,389,"R$ 2.017,64",2843,18/08/2025,18/08/2025,sem biometria
146839,3119035,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 1.279,98",Devedor,389,"R$ 1.420,77",2404,2/9/2025,2/9/2025,sem biometria
253598,3115569,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 2.807,26",Acordo,389,"R$ 3.116,05",2740,13/08/2025,13/08/2025,sem biometria
1415430,3119325,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 1.957,30",Devedor,389,"R$ 2.172,60",1145,12/8/2025,12/8/2025,sem biometria
1964716,3115513,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 1.373,82",Devedor,389,"R$ 1.524,94",2404,18/08/2025,18/08/2025,sem biometria
1635151,3117461,Cobrança,10/7/2025,Inadimplência,1. Primeira,"R$ 2.113,47",Devedor,389,"R$ 2.345,95",1827,12/8/2025,12/8/2025,sem biometria
1987742,3115607,Cobrança,10/7/2025,Inadimplência,2. Segunda,"R$ 4.160,05",Devedor,389,"R$ 4.617,65",3070,22/08/2025,22/08/2025,sem biometria
2507384,3118606,Cobrança,10/7/2025,Inadimplência,1. Primeira,"R$ 3.052,55",Devedor,389,"R$ 3.388,33",2742,18/08/2025,18/08/2025,sem biometria
636514,3160697,Cobrança,14/07/2025,Inadimplência,3. Saída,"R$ 1.409,15",Devedor,389,"R$ 1.409,15",1507,29/09/2025,29/09/2025,sem biometria
1984843,3162116,Cobrança,15/07/2025,Inadimplência,2. Segunda,"R$ 1.216,03",Devedor,389,"R$ 1.349,79",1145,1/9/2025,1/9/2025,sem biometria
2111196,3180355,Cobrança,15/07/2025,Inadimplência,2. Segunda,"R$ 2.000,70",Devedor,389,"R$ 2.220,77",1145,1/9/2025,1/9/2025,sem biometria
425545,3165113,Cobrança,15/07/2025,Inadimplência,1. Primeira,"R$ 3.954,88",Acordo,389,"R$ 4.389,91",2894,1/9/2025,1/9/2025,sem biometria
2024165,3179829,,15/07/2025,Inadimplência,2. Segunda,"R$ 2.725,77",Acordo,389,"R$ 3.025,60",2005,25/09/2025,25/09/2025,sem biometria
1266522,3167038,Cobrança,15/07/2025,Inadimplência,2. Segunda,"R$ 1.703,53",Concluido,389,"R$ 1.890,91",2698,26/08/2025,26/08/2025,sem biometria
